strategy,params,sharpe,sortino,cumulative_pnl_pct,max_drawdown_pct,win_rate_pct,trades_triggered,profit_factor,status
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.4, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.15, 'max_iv': 70.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.4, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.1, 'max_iv': 55.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.4, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.1, 'max_iv': 55.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.4, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.1, 'max_iv': 70.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.4, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.15, 'max_iv': 55.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.4, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.1, 'max_iv': 70.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.4, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.15, 'max_iv': 55.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.4, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.15, 'max_iv': 70.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.4, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.15, 'max_iv': 70.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.1, 'max_iv': 55.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.1, 'max_iv': 55.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.1, 'max_iv': 70.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.1, 'max_iv': 70.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.15, 'max_iv': 55.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.15, 'max_iv': 70.0, 'max_concurrent_trades': 5}",-0.4437,-0.0124,-0.54,0.54,0.0,1,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.15, 'max_iv': 55.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.1, 'max_iv': 55.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.15, 'max_iv': 70.0, 'max_concurrent_trades': 10}",-0.4437,-0.0124,-0.54,0.54,0.0,1,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.1, 'max_iv': 70.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.1, 'max_iv': 55.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.1, 'max_iv': 70.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.15, 'max_iv': 55.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.15, 'max_iv': 55.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.15, 'max_iv': 70.0, 'max_concurrent_trades': 10}",-0.4437,-0.0124,-0.6,0.6,0.0,1,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.15, 'max_iv': 70.0, 'max_concurrent_trades': 5}",-0.4437,-0.0124,-0.6,0.6,0.0,1,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.1, 'max_iv': 55.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.1, 'max_iv': 55.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.1, 'max_iv': 70.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.1, 'max_iv': 70.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.15, 'max_iv': 55.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.15, 'max_iv': 55.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.15, 'max_iv': 70.0, 'max_concurrent_trades': 10}",-0.4437,-0.0124,-0.542,0.542,0.0,1,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.15, 'max_iv': 70.0, 'max_concurrent_trades': 5}",-0.4437,-0.0124,-0.542,0.542,0.0,1,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.1, 'max_iv': 55.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.1, 'max_iv': 70.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.1, 'max_iv': 55.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.15, 'max_iv': 55.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.1, 'max_iv': 70.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.15, 'max_iv': 70.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.15, 'max_iv': 55.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.15, 'max_iv': 70.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.1, 'max_iv': 55.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.1, 'max_iv': 55.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.1, 'max_iv': 70.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.1, 'max_iv': 70.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.15, 'max_iv': 55.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.15, 'max_iv': 55.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.15, 'max_iv': 70.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.1, 'max_iv': 55.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.15, 'max_iv': 70.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.1, 'max_iv': 55.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.1, 'max_iv': 70.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.1, 'max_iv': 70.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.15, 'max_iv': 55.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.15, 'max_iv': 55.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.15, 'max_iv': 70.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.1, 'max_iv': 55.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.15, 'max_iv': 70.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.1, 'max_iv': 55.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.1, 'max_iv': 70.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.1, 'max_iv': 70.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.15, 'max_iv': 55.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.15, 'max_iv': 55.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.15, 'max_iv': 70.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.15, 'max_iv': 70.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.1, 'max_iv': 55.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.1, 'max_iv': 55.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.1, 'max_iv': 70.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.1, 'max_iv': 70.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.15, 'max_iv': 70.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.15, 'max_iv': 70.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.15, 'max_iv': 55.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.15, 'max_iv': 55.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.1, 'max_iv': 55.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.1, 'max_iv': 55.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.1, 'max_iv': 70.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.1, 'max_iv': 70.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.15, 'max_iv': 55.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.15, 'max_iv': 55.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.15, 'max_iv': 70.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.05, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.1, 'max_iv': 55.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.05, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.1, 'max_iv': 55.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.15, 'max_iv': 70.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.05, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.1, 'max_iv': 70.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.05, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.1, 'max_iv': 70.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.05, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.15, 'max_iv': 55.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.05, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.15, 'max_iv': 55.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.05, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.15, 'max_iv': 70.0, 'max_concurrent_trades': 5}",-0.4437,-0.0124,-0.7089,0.7089,0.0,1,0.0,ok
confluence_sniper,"{'prob_threshold': 0.5, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.05, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.15, 'max_iv': 70.0, 'max_concurrent_trades': 10}",-0.4437,-0.0124,-0.7089,0.7089,0.0,1,0.0,ok
